"GEO_ID","NAME","B08203_001E","B08203_001M","B08203_002E","B08203_002M","B08203_003E","B08203_003M","B08203_004E","B08203_004M","B08203_005E","B08203_005M","B08203_006E","B08203_006M","B08203_007E","B08203_007M","B08203_008E","B08203_008M","B08203_009E","B08203_009M","B08203_010E","B08203_010M","B08203_011E","B08203_011M","B08203_012E","B08203_012M","B08203_013E","B08203_013M","B08203_014E","B08203_014M","B08203_015E","B08203_015M","B08203_016E","B08203_016M","B08203_017E","B08203_017M","B08203_018E","B08203_018M","B08203_019E","B08203_019M","B08203_020E","B08203_020M","B08203_021E","B08203_021M","B08203_022E","B08203_022M","B08203_023E","B08203_023M","B08203_024E","B08203_024M","B08203_025E","B08203_025M","B08203_026E","B08203_026M","B08203_027E","B08203_027M","B08203_028E","B08203_028M","B08203_029E","B08203_029M","B08203_030E","B08203_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!No workers:","Margin of Error!!Total:!!No workers:","Estimate!!Total:!!No workers:!!No vehicle available","Margin of Error!!Total:!!No workers:!!No vehicle available","Estimate!!Total:!!No workers:!!1 vehicle available","Margin of Error!!Total:!!No workers:!!1 vehicle available","Estimate!!Total:!!No workers:!!2 vehicles available","Margin of Error!!Total:!!No workers:!!2 vehicles available","Estimate!!Total:!!No workers:!!3 vehicles available","Margin of Error!!Total:!!No workers:!!3 vehicles available","Estimate!!Total:!!No workers:!!4 or more vehicles available","Margin of Error!!Total:!!No workers:!!4 or more vehicles available","Estimate!!Total:!!1 worker:","Margin of Error!!Total:!!1 worker:","Estimate!!Total:!!1 worker:!!No vehicle available","Margin of Error!!Total:!!1 worker:!!No vehicle available","Estimate!!Total:!!1 worker:!!1 vehicle available","Margin of Error!!Total:!!1 worker:!!1 vehicle available","Estimate!!Total:!!1 worker:!!2 vehicles available","Margin of Error!!Total:!!1 worker:!!2 vehicles available","Estimate!!Total:!!1 worker:!!3 vehicles available","Margin of Error!!Total:!!1 worker:!!3 vehicles available","Estimate!!Total:!!1 worker:!!4 or more vehicles available","Margin of Error!!Total:!!1 worker:!!4 or more vehicles available","Estimate!!Total:!!2 workers:","Margin of Error!!Total:!!2 workers:","Estimate!!Total:!!2 workers:!!No vehicle available","Margin of Error!!Total:!!2 workers:!!No vehicle available","Estimate!!Total:!!2 workers:!!1 vehicle available","Margin of Error!!Total:!!2 workers:!!1 vehicle available","Estimate!!Total:!!2 workers:!!2 vehicles available","Margin of Error!!Total:!!2 workers:!!2 vehicles available","Estimate!!Total:!!2 workers:!!3 vehicles available","Margin of Error!!Total:!!2 workers:!!3 vehicles available","Estimate!!Total:!!2 workers:!!4 or more vehicles available","Margin of Error!!Total:!!2 workers:!!4 or more vehicles available","Estimate!!Total:!!3 or more workers:","Margin of Error!!Total:!!3 or more workers:","Estimate!!Total:!!3 or more workers:!!No vehicle available","Margin of Error!!Total:!!3 or more workers:!!No vehicle available","Estimate!!Total:!!3 or more workers:!!1 vehicle available","Margin of Error!!Total:!!3 or more workers:!!1 vehicle available","Estimate!!Total:!!3 or more workers:!!2 vehicles available","Margin of Error!!Total:!!3 or more workers:!!2 vehicles available","Estimate!!Total:!!3 or more workers:!!3 vehicles available","Margin of Error!!Total:!!3 or more workers:!!3 vehicles available","Estimate!!Total:!!3 or more workers:!!4 or more vehicles available","Margin of Error!!Total:!!3 or more workers:!!4 or more vehicles available",
"1400000US13121004400","Census Tract 44; Fulton County; Georgia","1469","296","485","255","803","269","92","84","62","90","27","44","624","178","307","153","198","117","92","84","0","14","27","44","830","298","178","190","590","253","0","14","62","90","0","14","15","46","0","14","15","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121004800","Census Tract 48; Fulton County; Georgia","1016","274","381","240","534","207","58","48","43","61","0","14","511","258","342","240","169","103","0","14","0","14","0","14","464","204","39","31","365","200","17","25","43","61","0","14","41","43","0","14","0","14","41","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121004900","Census Tract 49; Fulton County; Georgia","1389","210","149","87","670","171","407","144","163","77","0","14","118","68","64","45","23","26","29","41","2","6","0","14","642","197","85","78","414","152","105","98","38","46","0","14","524","157","0","14","177","107","266","103","81","65","0","14","105","84","0","14","56","75","7","19","42","59","0","14",
"1400000US13121005000","Census Tract 50; Fulton County; Georgia","2160","269","66","55","1273","250","639","232","154","135","28","33","369","175","19","29","264","167","86","76","0","14","0","14","949","257","47","47","752","234","128","94","22","30","0","14","712","223","0","14","257","147","402","207","44","42","9","15","130","133","0","14","0","14","23","36","88","125","19","30",
"1400000US13121005200","Census Tract 52; Fulton County; Georgia","2233","275","133","154","656","204","1389","253","55","52","0","20","246","181","104","156","22","34","120","112","0","20","0","20","844","204","0","20","559","184","285","116","0","20","0","20","1062","239","29","47","75","55","919","221","39","45","0","20","81","65","0","20","0","20","65","60","16","26","0","20",
"1400000US13121005300","Census Tract 53; Fulton County; Georgia","1749","190","45","36","669","185","921","157","114","79","0","14","209","133","12","18","159","134","29","28","9","14","0","14","757","174","19","22","433","147","305","126","0","14","0","14","686","147","14","23","77","42","573","139","22","24","0","14","97","75","0","14","0","14","14","21","83","72","0","14",
"1400000US13121005501","Census Tract 55.01; Fulton County; Georgia","1326","291","193","132","606","276","470","171","57","45","0","14","204","131","128","128","73","60","3","5","0","14","0","14","473","155","65","71","288","123","112","75","8","12","0","14","586","307","0","14","199","239","355","163","32","34","0","14","63","83","0","14","46","78","0","14","17","29","0","14",
"1400000US13121005503","Census Tract 55.03; Fulton County; Georgia","642","86","294","101","223","111","125","65","0","14","0","14","301","107","206","96","95","70","0","14","0","14","0","14","326","93","88","63","128","92","110","60","0","14","0","14","15","23","0","14","0","14","15","23","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121005504","Census Tract 55.04; Fulton County; Georgia","572","92","74","59","266","112","138","111","36","30","58","53","216","70","70","60","79","71","67","81","0","14","0","14","234","81","4","11","179","88","14","15","9","16","28","33","122","74","0","14","8","13","57","68","27","25","30","37","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121005700","Census Tract 57; Fulton County; Georgia","712","127","113","66","294","126","243","90","34","32","28","38","252","71","93","56","64","49","95","66","0","14","0","14","198","102","18","24","175","101","5","24","0","14","0","14","232","89","2","13","55","59","122","63","25","33","28","38","30","31","0","14","0","14","21","30","9","13","0","14",
"1400000US13121005800","Census Tract 58; Fulton County; Georgia","733","97","124","71","383","111","162","60","64","33","0","14","272","93","124","71","122","66","15","24","11","12","0","14","240","100","0","14","195","98","29","26","16","17","0","14","197","74","0","14","57","47","118","50","22","22","0","14","24","19","0","14","9","14","0","14","15","13","0","14",
"1400000US13121006000","Census Tract 60; Fulton County; Georgia","1448","212","103","83","762","151","498","202","78","76","7","21","308","80","52","55","222","90","34","40","0","14","0","14","856","233","51","63","516","147","237","177","52","71","0","14","258","97","0","14","24","29","208","83","26","34","0","14","26","36","0","14","0","14","19","27","0","14","7","21",
"1400000US13121006100","Census Tract 61; Fulton County; Georgia","1596","206","93","46","882","259","565","167","25","39","31","61","494","196","80","44","313","202","84","79","11","19","6","12","740","248","13","20","529","213","173","102","0","14","25","59","287","151","0","14","39","33","234","143","14","32","0","14","75","77","0","14","1","14","74","79","0","14","0","14",
"1400000US13121006200","Census Tract 62; Fulton County; Georgia","563","161","138","78","308","161","79","35","16","19","22","24","41","32","20","22","9","12","5","8","7","16","0","14","270","152","16","27","229","152","25","23","0","14","0","14","236","69","102","60","70","50","49","30","4","6","11","17","16","20","0","14","0","14","0","14","5","9","11","17",
"1400000US13121006300","Census Tract 63; Fulton County; Georgia","825","126","159","120","427","131","210","90","18","31","11","17","178","114","42","65","104","94","14","21","18","31","0","14","445","137","98","91","311","114","36","27","0","14","0","14","171","86","0","14","12","17","148","84","0","14","11","17","31","36","19","30","0","14","12","18","0","14","0","14",
"1400000US13121006400","Census Tract 64; Fulton County; Georgia","481","94","19","29","235","96","192","88","9","15","26","26","39","39","0","14","39","39","0","14","0","14","0","14","315","81","18","29","196","80","101","69","0","14","0","14","103","44","0","14","0","14","91","39","9","15","3","8","24","27","1","2","0","14","0","14","0","14","23","27",
"1400000US13121006500","Census Tract 65; Fulton County; Georgia","1803","247","107","89","684","248","694","171","276","215","42","33","406","215","51","66","284","209","71","54","0","14","0","14","847","261","56","66","349","137","280","146","141","194","21","22","416","141","0","14","51","61","285","128","59","62","21","25","134","91","0","14","0","14","58","58","76","68","0","14",
"1400000US13121006601","Census Tract 66.01; Fulton County; Georgia","836","99","199","91","372","123","175","79","63","46","27","34","250","93","157","94","84","70","9","17","0","14","0","14","347","113","23","26","244","105","62","50","0","14","18","26","195","66","0","14","44","39","104","59","47","38","0","14","44","42","19","31","0","14","0","14","16","24","9","14",
"1400000US13121006602","Census Tract 66.02; Fulton County; Georgia","412","61","78","44","160","70","125","67","46","51","3","6","165","61","48","33","67","44","30","27","20","29","0","14","150","73","16","22","93","63","38","36","0","14","3","6","83","59","14","22","0","14","43","43","26","42","0","14","14","21","0","14","0","14","14","21","0","14","0","14",
"1400000US13121006701","Census Tract 67.01; Fulton County; Georgia","970","244","98","55","633","271","202","103","26","42","11","18","149","74","70","51","79","55","0","14","0","14","0","14","554","256","23","29","378","252","153","97","0","14","0","14","241","151","5","7","176","151","49","52","0","14","11","18","26","42","0","14","0","14","0","14","26","42","0","14",
"1400000US13121006702","Census Tract 67.02; Fulton County; Georgia","819","89","219","106","330","99","208","68","62","53","0","14","255","95","140","82","92","65","0","14","23","35","0","14","377","124","79","81","229","90","69","43","0","14","0","14","140","64","0","14","9","13","92","59","39","42","0","14","47","21","0","14","0","14","47","21","0","14","0","14",
"1400000US13121006801","Census Tract 68.01; Fulton County; Georgia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121006802","Census Tract 68.02; Fulton County; Georgia","293","199","200","199","80","47","0","14","13","19","0","14","33","23","0","14","20","20","0","14","13","19","0","14","260","198","200","199","60","53","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121006900","Census Tract 69; Fulton County; Georgia","1793","222","111","157","681","225","762","215","205","129","34","40","228","134","0","14","197","136","31","35","0","14","0","14","709","264","111","157","331","166","222","104","33","43","12","20","836","262","0","14","153","138","509","212","152","117","22","29","20","23","0","14","0","14","0","14","20","23","0","14",
"1400000US13121007001","Census Tract 70.01; Fulton County; Georgia","1483","242","353","164","559","199","402","173","90","80","79","66","553","216","123","138","349","164","81","83","0","14","0","14","482","184","146","108","162","86","119","106","31","51","24","37","335","161","70","79","36","37","202","131","27","32","0","14","113","77","14","22","12","20","0","14","32","49","55","53",
"1400000US13121007002","Census Tract 70.02; Fulton County; Georgia","1227","225","127","133","491","160","512","155","54","53","43","65","355","159","127","133","100","67","86","75","42","51","0","14","576","160","0","14","311","128","253","125","12","18","0","14","206","111","0","14","66","73","140","102","0","14","0","14","90","58","0","14","14","22","33","39","0","14","43","65",
"1400000US13121007100","Census Tract 71; Fulton County; Georgia","903","135","147","71","522","133","194","95","14","18","26","30","385","103","119","67","180","82","86","75","0","14","0","14","414","111","28","27","294","105","73","61","0","14","19","28","90","62","0","14","48","53","35","28","0","14","7","11","14","18","0","14","0","14","0","14","14","18","0","14",
"1400000US13121007200","Census Tract 72; Fulton County; Georgia","849","304","26","29","329","82","393","300","86","43","15","17","462","308","26","29","155","74","264","297","10","16","7","11","240","84","0","14","135","69","70","41","35","25","0","14","93","59","0","14","24","39","42","40","27","25","0","14","54","37","0","14","15","23","17","19","14","15","8","13",
"1400000US13121007301","Census Tract 73.01; Fulton County; Georgia","1742","236","186","116","942","247","378","251","236","153","0","14","416","176","138","107","261","144","7","12","10","16","0","14","656","205","48","59","537","204","70","86","1","13","0","14","612","236","0","14","144","150","301","237","167","161","0","14","58","82","0","14","0","14","0","14","58","82","0","14",
"1400000US13121007302","Census Tract 73.02; Fulton County; Georgia","1094","314","347","296","333","140","366","185","27","41","21","35","398","306","175","272","102","83","121","120","0","14","0","14","524","220","90","111","162","91","245","176","27","41","0","14","151","151","82","130","69","79","0","14","0","14","0","14","21","35","0","14","0","14","0","14","0","14","21","35",
"1400000US13121007400","Census Tract 74; Fulton County; Georgia","1011","198","357","146","379","170","169","141","89","96","17","24","515","180","184","87","259","150","72","104","0","14","0","14","305","160","173","145","72","62","60","61","0","14","0","14","91","67","0","14","48","55","9","15","17","22","17","24","100","105","0","14","0","14","28","43","72","94","0","14",
"1400000US13121007500","Census Tract 75; Fulton County; Georgia","1614","146","568","194","718","204","179","107","96","55","53","59","1120","242","478","149","493","229","123","104","26","29","0","14","336","184","90","101","225","143","11","17","0","14","10","16","72","69","0","14","0","14","19","30","11","18","42","53","86","58","0","14","0","14","26","33","59","48","1","28",
"1400000US13121007602","Census Tract 76.02; Fulton County; Georgia","956","151","253","116","319","129","168","74","157","87","59","42","385","93","146","85","115","62","81","63","32","48","11","16","433","167","103","92","183","115","42","33","90","84","15","25","92","50","4","7","21","25","45","36","22","17","0","14","46","32","0","14","0","14","0","14","13","17","33","30",
"1400000US13121007603","Census Tract 76.03; Fulton County; Georgia","1803","206","579","237","835","269","378","167","11","19","0","14","951","220","499","219","381","206","71","88","0","14","0","14","644","220","80","130","454","199","110","132","0","14","0","14","159","100","0","14","0","14","159","100","0","14","0","14","49","65","0","14","0","14","38","61","11","19","0","14",
"1400000US13121007604","Census Tract 76.04; Fulton County; Georgia","1644","328","361","202","845","275","353","260","85","103","0","14","797","362","201","140","369","197","227","276","0","14","0","14","354","190","160","129","188","137","6","10","0","14","0","14","493","267","0","14","288","228","120","127","85","103","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121007703","Census Tract 77.03; Fulton County; Georgia","1433","172","169","118","572","186","360","134","164","142","168","105","507","149","105","94","248","117","81","63","32","31","41","67","560","172","33","44","294","165","181","118","15","17","37","57","160","81","31","49","30","39","76","48","12","19","11","17","206","156","0","14","0","14","22","27","105","141","79","57",
"1400000US13121007705","Census Tract 77.05; Fulton County; Georgia","2250","341","457","246","1352","366","431","234","10","11","0","14","952","312","329","196","356","163","267","216","0","14","0","14","1161","377","128","161","996","384","32","40","5","9","0","14","137","116","0","14","0","14","132","116","5","7","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121007707","Census Tract 77.07; Fulton County; Georgia","1127","217","38","37","505","232","337","125","191","127","56","43","240","128","16","26","98","49","44","36","82","97","0","14","628","250","22","23","390","234","187","130","11","18","18","26","221","102","0","14","17","26","106","65","98","77","0","14","38","46","0","14","0","14","0","14","0","14","38","46",
"1400000US13121007708","Census Tract 77.08; Fulton County; Georgia","1334","394","233","142","474","176","553","408","69","104","5","11","209","117","31","38","144","105","23","23","6","10","5","11","768","432","157","127","330","156","281","398","0","14","0","14","357","239","45","70","0","14","249","215","63","105","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121007709","Census Tract 77.09; Fulton County; Georgia","1786","186","332","208","701","257","526","288","134","86","93","85","473","202","201","186","148","103","116","122","8","13","0","14","737","235","105","82","418","246","157","146","57","43","0","14","507","225","26","44","135","101","253","207","0","14","93","85","69","74","0","14","0","14","0","14","69","74","0","14",
"1400000US13121007710","Census Tract 77.10; Fulton County; Georgia","1311","309","321","307","527","194","441","176","9","19","13","24","696","337","295","305","315","207","86","96","0","14","0","14","347","193","0","14","103","100","231","188","0","14","13","24","268","98","26","43","109","52","124","109","9","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121007711","Census Tract 77.11; Fulton County; Georgia","1089","236","184","96","523","89","362","235","20","46","0","14","351","152","166","96","185","130","0","14","0","14","0","14","430","172","0","14","299","132","131","121","0","14","0","14","142","86","18","15","39","39","65","73","20","46","0","14","166","202","0","14","0","14","166","202","0","14","0","14",
"1400000US13121007805","Census Tract 78.05; Fulton County; Georgia","1980","662","628","471","650","188","623","308","79","63","0","20","531","139","124","85","287","130","120","77","0","20","0","20","969","510","413","475","338","165","190","129","28","37","0","20","458","283","91","38","25","40","313","283","29","31","0","20","22","37","0","20","0","20","0","20","22","37","0","20",
"1400000US13121007806","Census Tract 78.06; Fulton County; Georgia","2065","336","340","273","921","362","570","224","117","112","117","112","438","181","64","75","193","114","181","142","0","14","0","14","1067","297","276","271","427","176","221","134","59","92","84","107","489","307","0","14","301","288","168","149","0","14","20","32","71","71","0","14","0","14","0","14","58","68","13","27",
"1400000US13121007807","Census Tract 78.07; Fulton County; Georgia","1110","237","341","213","462","143","232","139","67","43","8","12","391","124","62","52","223","99","87","71","15","20","4","9","474","156","153","113","209","111","73","88","35","31","4","7","228","205","126","186","30","33","72","61","0","14","0","14","17","26","0","14","0","14","0","14","17","26","0","14",
"1400000US13121007808","Census Tract 78.08; Fulton County; Georgia","1265","162","677","214","357","176","193","138","31","52","7","19","677","230","450","219","153","96","74","114","0","14","0","14","437","184","196","133","178","142","56","68","0","14","7","19","127","97","31","48","26","44","39","47","31","52","0","14","24","38","0","14","0","14","24","38","0","14","0","14",
"1400000US13121007809","Census Tract 78.09; Fulton County; Georgia","1704","283","215","244","677","194","250","102","472","190","90","89","456","272","180","236","169","84","61","43","37","33","9","14","817","179","35","57","472","183","132","80","133","104","45","61","247","135","0","14","36","38","57","61","121","104","33","57","184","147","0","14","0","14","0","14","181","145","3","9",
"1400000US13121007810","Census Tract 78.10; Fulton County; Georgia","1953","418","246","124","1218","421","347","150","76","73","66","55","605","193","218","114","205","150","142","72","40","62","0","14","1060","433","28","43","937","444","85","74","10","18","0","14","262","156","0","14","76","91","120","131","0","14","66","55","26","38","0","14","0","14","0","14","26","38","0","14",
"1400000US13121007900","Census Tract 79; Fulton County; Georgia","2409","353","134","178","871","311","834","273","384","265","186","171","589","234","30","51","237","156","284","208","20","33","18","29","1266","411","104","167","557","300","313","189","176","213","116","157","502","227","0","20","77","73","211","140","162","163","52","59","52","51","0","20","0","20","26","29","26","41","0","20",
"1400000US13121008000","Census Tract 80; Fulton County; Georgia","2442","507","425","462","1298","327","434","171","146","98","139","79","770","507","317","457","303","132","91","50","9","15","50","41","1111","313","96","78","836","325","150","109","29","40","0","20","448","130","12","23","137","102","193","102","78","73","28","40","113","68","0","20","22","27","0","20","30","45","61","45",
"1400000US13121008103","Census Tract 81.03; Fulton County; Georgia","1727","190","525","185","905","264","198","155","99","84","0","14","645","171","379","160","244","121","22","33","0","14","0","14","721","219","58","67","440","246","149","136","74","74","0","14","319","237","88","126","204","217","27","44","0","14","0","14","42","52","0","14","17","30","0","14","25","43","0","14",
"1400000US13121008104","Census Tract 81.04; Fulton County; Georgia","1483","291","302","255","471","197","558","212","139","104","13","24","764","309","302","255","166","107","264","197","32","37","0","14","510","154","0","14","247","155","178","92","82","90","3","15","209","115","0","14","58","63","116","78","25","38","10","18","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008202","Census Tract 82.02; Fulton County; Georgia","911","253","291","227","262","124","288","111","61","46","9","14","332","223","241","212","48","31","43","34","0","14","0","14","345","128","27","37","207","116","74","69","28","41","9","14","173","93","23","28","7","12","110","82","33","32","0","14","61","46","0","14","0","14","61","46","0","14","0","14",
"1400000US13121008203","Census Tract 82.03; Fulton County; Georgia","1230","292","412","303","410","182","183","105","225","138","0","14","673","311","412","303","211","186","42","45","8","14","0","14","264","128","0","14","137","83","44","51","83","99","0","14","197","140","0","14","62","62","85","90","50","79","0","14","96","93","0","14","0","14","12","19","84","90","0","14",
"1400000US13121008204","Census Tract 82.04; Fulton County; Georgia","1207","206","192","137","572","190","397","177","46","54","0","14","590","155","171","136","264","117","155","112","0","14","0","14","517","233","21","33","291","182","159","145","46","54","0","14","100","87","0","14","17","29","83","81","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008301","Census Tract 83.01; Fulton County; Georgia","1253","272","191","128","778","273","260","119","24","30","0","14","273","172","74","53","174","169","11","18","14","26","0","14","553","216","103","114","363","172","87","73","0","14","0","14","253","146","14","22","117","129","112","93","10","14","0","14","174","169","0","14","124","169","50","45","0","14","0","14",
"1400000US13121008302","Census Tract 83.02; Fulton County; Georgia","602","96","191","102","211","77","127","54","73","61","0","14","242","93","131","87","93","41","18","20","0","14","0","14","216","67","24","28","118","64","61","43","13","20","0","14","131","80","36","52","0","14","35","30","60","57","0","14","13","19","0","14","0","14","13","19","0","14","0","14",
"1400000US13121008400","Census Tract 84; Fulton County; Georgia","1624","598","340","168","994","613","213","149","77","70","0","14","825","611","237","133","558","599","30","35","0","14","0","14","510","322","102","98","371","292","26","41","11","26","0","14","276","152","0","14","65","71","145","124","66","64","0","14","13","33","1","21","0","14","12","27","0","14","0","14",
"1400000US13121008500","Census Tract 85; Fulton County; Georgia","1142","168","110","89","763","208","230","108","25","36","14","23","227","103","110","89","101","72","16","26","0","14","0","14","573","185","0","14","518","181","55","61","0","14","0","14","317","128","0","14","144","106","159","85","0","14","14","23","25","36","0","14","0","14","0","14","25","36","0","14",
"1400000US13121008601","Census Tract 86.01; Fulton County; Georgia","2149","381","690","211","982","343","305","338","172","124","0","14","1232","384","396","180","495","264","252","336","89","111","0","14","711","220","212","159","407","187","45","47","47","60","0","14","206","139","82","107","80","87","8","12","36","61","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008602","Census Tract 86.02; Fulton County; Georgia","588","93","122","80","264","80","155","65","31","27","16","25","151","94","79","71","24","21","48","42","0","14","0","14","282","76","22","30","202","76","43","36","15","26","0","14","116","54","4","8","38","42","64","41","10","11","0","14","39","36","17","26","0","14","0","14","6","9","16","25",
"1400000US13121008701","Census Tract 87.01; Fulton County; Georgia","1330","296","328","262","664","168","310","136","28","32","0","14","311","120","128","72","150","110","33","36","0","14","0","14","876","285","153","243","482","115","230","138","11","17","0","14","143","74","47","49","32","46","47","39","17","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008702","Census Tract 87.02; Fulton County; Georgia","994","211","61","70","513","243","376","173","44","57","0","14","215","89","61","70","134","89","20","37","0","14","0","14","463","234","0","14","359","237","104","105","0","14","0","14","316","124","0","14","20","24","252","138","44","57","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008801","Census Tract 88.01; Fulton County; Georgia","898","127","0","14","252","126","570","148","20","31","56","61","38","31","0","14","0","14","38","31","0","14","0","14","338","147","0","14","211","114","127","125","0","14","0","14","501","86","0","14","41","42","403","86","1","3","56","61","21","31","0","14","0","14","2","3","19","31","0","14",
"1400000US13121008802","Census Tract 88.02; Fulton County; Georgia","1389","95","272","82","235","95","709","106","154","103","19","30","252","89","229","82","0","14","0","14","23","39","0","14","405","134","22","37","191","96","172","96","20","32","0","14","711","96","21","32","44","47","537","89","90","66","19","30","21","28","0","14","0","14","0","14","21","28","0","14",
"1400000US13121008903","Census Tract 89.03; Fulton County; Georgia","1947","325","65","88","1251","304","537","167","94","100","0","14","117","121","49","87","55","62","13","21","0","14","0","14","1218","282","0","14","1162","286","56","53","0","14","0","14","527","150","0","14","34","48","468","154","25","28","0","14","85","103","16","27","0","14","0","14","69","99","0","14",
"1400000US13121008905","Census Tract 89.05; Fulton County; Georgia","3514","495","212","162","2062","530","1128","337","112","119","0","20","113","105","0","20","21","32","43","48","49","85","0","20","2198","515","212","162","1748","526","200","119","38","62","0","20","1203","405","0","20","293","201","885","346","25","42","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"1400000US13121008906","Census Tract 89.06; Fulton County; Georgia","958","164","117","158","321","63","410","68","96","51","14","16","134","38","0","14","84","43","44","23","6","9","0","14","420","64","14","17","237","55","117","51","47","37","5","8","400","177","103","157","0","14","249","66","39","36","9","13","4","8","0","14","0","14","0","14","4","8","0","14",
"1400000US13121008907","Census Tract 89.07; Fulton County; Georgia","1660","288","27","39","989","284","574","167","61","46","9","15","255","91","0","14","222","72","33","50","0","14","0","14","1005","283","0","14","676","276","301","135","19","35","9","15","400","166","27","39","91","85","240","136","42","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121008908","Census Tract 89.08; Fulton County; Georgia","1172","231","179","119","589","275","259","179","139","33","6","24","123","128","9","16","27","30","87","127","0","14","0","14","754","248","170","119","526","268","34","55","18","44","6","24","230","147","0","14","36","50","138","133","56","48","0","14","65","36","0","14","0","14","0","14","65","36","0","14",
"1400000US13121008909","Census Tract 89.09; Fulton County; Georgia","720","130","0","14","357","96","277","123","34","27","52","52","80","38","0","14","65","38","15","17","0","14","0","14","379","117","0","14","268","96","69","60","4","8","38","51","235","111","0","14","19","20","193","107","18","20","5","8","26","22","0","14","5","9","0","14","12","16","9","13",
"1400000US13121009001","Census Tract 90.01; Fulton County; Georgia","1089","170","59","55","587","203","361","146","26","25","56","81","83","89","25","40","39","72","19","22","0","14","0","14","632","192","11","18","501","210","120","110","0","14","0","14","318","142","23","29","47","81","222","118","26","25","0","14","56","81","0","14","0","14","0","14","0","14","56","81",
"1400000US13121009002","Census Tract 90.02; Fulton County; Georgia","1031","151","0","14","174","58","625","160","194","60","38","32","108","34","0","14","72","36","31","20","5","10","0","14","376","102","0","14","79","44","249","97","44","32","4","8","521","156","0","14","23","25","345","148","133","59","20","24","26","24","0","14","0","14","0","14","12","19","14","17",
"1400000US13121009103","Census Tract 91.03; Fulton County; Georgia","2202","256","191","128","1222","293","700","209","82","84","7","16","439","197","83","90","213","118","143","134","0","14","0","14","1153","316","108","93","899","274","124","74","22","36","0","14","569","197","0","14","110","81","433","181","19","32","7","16","41","66","0","14","0","14","0","14","41","66","0","14",
"1400000US13121009104","Census Tract 91.04; Fulton County; Georgia","1849","208","49","39","953","207","747","211","44","56","56","88","270","128","23","25","178","108","69","64","0","14","0","14","1001","190","26","30","685","188","257","133","33","53","0","14","475","207","0","14","90","76","385","183","0","14","0","14","103","97","0","14","0","14","36","39","11","17","56","88",
"1400000US13121009105","Census Tract 91.05; Fulton County; Georgia","464","77","0","14","104","52","278","79","66","52","16","17","87","47","0","14","62","44","12","13","13","16","0","14","185","58","0","14","42","30","126","54","11","16","6","9","186","81","0","14","0","14","140","65","36","45","10","13","6","10","0","14","0","14","0","14","6","10","0","14",
"1400000US13121009106","Census Tract 91.06; Fulton County; Georgia","1416","203","108","79","779","163","445","193","84","94","0","14","113","85","41","55","55","67","17","31","0","14","0","14","841","178","58","56","666","163","117","78","0","14","0","14","378","183","9","15","58","52","311","174","0","14","0","14","84","94","0","14","0","14","0","14","84","94","0","14",
"1400000US13121009201","Census Tract 92.01; Fulton County; Georgia","745","130","126","101","272","131","304","153","21","20","22","20","50","34","0","14","44","34","0","14","0","14","6","9","349","107","48","58","191","117","105","85","0","14","5","7","268","124","78","88","37","39","136","92","17","20","0","14","78","91","0","14","0","14","63","91","4","6","11","18",
"1400000US13121009202","Census Tract 92.02; Fulton County; Georgia","1378","325","28","33","615","193","701","315","34","36","0","14","138","100","0","14","90","84","48","53","0","14","0","14","629","173","28","33","386","163","215","142","0","14","0","14","611","298","0","14","139","127","438","259","34","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
