"GEO_ID","NAME","B08203_001E","B08203_001M","B08203_002E","B08203_002M","B08203_003E","B08203_003M","B08203_004E","B08203_004M","B08203_005E","B08203_005M","B08203_006E","B08203_006M","B08203_007E","B08203_007M","B08203_008E","B08203_008M","B08203_009E","B08203_009M","B08203_010E","B08203_010M","B08203_011E","B08203_011M","B08203_012E","B08203_012M","B08203_013E","B08203_013M","B08203_014E","B08203_014M","B08203_015E","B08203_015M","B08203_016E","B08203_016M","B08203_017E","B08203_017M","B08203_018E","B08203_018M","B08203_019E","B08203_019M","B08203_020E","B08203_020M","B08203_021E","B08203_021M","B08203_022E","B08203_022M","B08203_023E","B08203_023M","B08203_024E","B08203_024M","B08203_025E","B08203_025M","B08203_026E","B08203_026M","B08203_027E","B08203_027M","B08203_028E","B08203_028M","B08203_029E","B08203_029M","B08203_030E","B08203_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!No workers:","Margin of Error!!Total:!!No workers:","Estimate!!Total:!!No workers:!!No vehicle available","Margin of Error!!Total:!!No workers:!!No vehicle available","Estimate!!Total:!!No workers:!!1 vehicle available","Margin of Error!!Total:!!No workers:!!1 vehicle available","Estimate!!Total:!!No workers:!!2 vehicles available","Margin of Error!!Total:!!No workers:!!2 vehicles available","Estimate!!Total:!!No workers:!!3 vehicles available","Margin of Error!!Total:!!No workers:!!3 vehicles available","Estimate!!Total:!!No workers:!!4 or more vehicles available","Margin of Error!!Total:!!No workers:!!4 or more vehicles available","Estimate!!Total:!!1 worker:","Margin of Error!!Total:!!1 worker:","Estimate!!Total:!!1 worker:!!No vehicle available","Margin of Error!!Total:!!1 worker:!!No vehicle available","Estimate!!Total:!!1 worker:!!1 vehicle available","Margin of Error!!Total:!!1 worker:!!1 vehicle available","Estimate!!Total:!!1 worker:!!2 vehicles available","Margin of Error!!Total:!!1 worker:!!2 vehicles available","Estimate!!Total:!!1 worker:!!3 vehicles available","Margin of Error!!Total:!!1 worker:!!3 vehicles available","Estimate!!Total:!!1 worker:!!4 or more vehicles available","Margin of Error!!Total:!!1 worker:!!4 or more vehicles available","Estimate!!Total:!!2 workers:","Margin of Error!!Total:!!2 workers:","Estimate!!Total:!!2 workers:!!No vehicle available","Margin of Error!!Total:!!2 workers:!!No vehicle available","Estimate!!Total:!!2 workers:!!1 vehicle available","Margin of Error!!Total:!!2 workers:!!1 vehicle available","Estimate!!Total:!!2 workers:!!2 vehicles available","Margin of Error!!Total:!!2 workers:!!2 vehicles available","Estimate!!Total:!!2 workers:!!3 vehicles available","Margin of Error!!Total:!!2 workers:!!3 vehicles available","Estimate!!Total:!!2 workers:!!4 or more vehicles available","Margin of Error!!Total:!!2 workers:!!4 or more vehicles available","Estimate!!Total:!!3 or more workers:","Margin of Error!!Total:!!3 or more workers:","Estimate!!Total:!!3 or more workers:!!No vehicle available","Margin of Error!!Total:!!3 or more workers:!!No vehicle available","Estimate!!Total:!!3 or more workers:!!1 vehicle available","Margin of Error!!Total:!!3 or more workers:!!1 vehicle available","Estimate!!Total:!!3 or more workers:!!2 vehicles available","Margin of Error!!Total:!!3 or more workers:!!2 vehicles available","Estimate!!Total:!!3 or more workers:!!3 vehicles available","Margin of Error!!Total:!!3 or more workers:!!3 vehicles available","Estimate!!Total:!!3 or more workers:!!4 or more vehicles available","Margin of Error!!Total:!!3 or more workers:!!4 or more vehicles available",
"1400000US13121010518","Census Tract 105.18; Fulton County; Georgia","1470","312","13","16","701","239","478","245","258","179","20","27","224","110","6","11","106","81","72","59","40","46","0","14","876","336","7","11","452","242","385","254","21","31","11","21","344","203","0","14","126","114","21","35","197","160","0","14","26","35","0","14","17","30","0","14","0","14","9","15",
"1400000US13121010519","Census Tract 105.19; Fulton County; Georgia","1675","375","74","70","588","309","657","294","243","138","113","85","179","107","16","28","49","40","95","83","19","32","0","14","767","324","0","14","539","303","79","76","149","68","0","14","658","281","58","62","0","14","460","294","75","89","65","68","71","64","0","14","0","14","23","47","0","14","48","43",
"1400000US13121010520","Census Tract 105.20; Fulton County; Georgia","2271","614","0","20","1070","580","367","150","621","263","213","169","252","132","0","20","88","73","45","60","119","98","0","20","1436","594","0","20","982","583","212","116","83","67","159","162","266","238","0","20","0","20","110","113","156","201","0","20","317","162","0","20","0","20","0","20","263","168","54","57",
"1400000US13121010521","Census Tract 105.21; Fulton County; Georgia","762","161","60","56","274","114","175","89","235","168","18","21","278","118","42","49","145","99","58","40","33","32","0","14","246","109","18","32","38","25","65","52","117","89","8","13","205","145","0","14","91","89","29","37","85","128","0","14","33","31","0","14","0","14","23","34","0","14","10","16",
"1400000US13121010522","Census Tract 105.22; Fulton County; Georgia","2324","565","221","164","986","404","809","467","285","139","23","36","574","269","55","73","136","88","212","202","148","123","23","36","1303","534","166","147","577","386","455","372","105","107","0","20","387","193","0","20","245","137","142","150","0","20","0","20","60","79","0","20","28","45","0","20","32","59","0","20",
"1400000US13121010523","Census Tract 105.23; Fulton County; Georgia","708","165","77","40","272","82","327","165","20","19","12","19","156","131","26","34","46","39","84","120","0","14","0","14","368","93","17","29","226","79","111","60","14","17","0","14","166","101","34","47","0","14","132","89","0","14","0","14","18","21","0","14","0","14","0","14","6","10","12","19",
"1400000US13121010524","Census Tract 105.24; Fulton County; Georgia","1438","314","101","152","760","225","531","253","46","64","0","14","165","86","12","20","78","57","75","69","0","14","0","14","625","213","0","14","523","215","102","81","0","14","0","14","525","345","89","150","141","133","286","226","9","19","0","14","123","107","0","14","18","32","68","82","37","64","0","14",
"1400000US13121010525","Census Tract 105.25; Fulton County; Georgia","1277","361","100","112","977","398","190","153","0","14","10","24","178","110","22","38","141","106","15","25","0","14","0","14","936","386","78","108","686","405","162","151","0","14","10","24","163","123","0","14","150","124","13","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121010526","Census Tract 105.26; Fulton County; Georgia","2282","360","60","67","753","286","765","261","479","187","225","156","189","115","0","20","53","59","136","102","0","20","0","20","1044","283","40","61","575","279","144","118","260","144","25","39","830","295","20","30","125","121","389","235","183","165","113","147","219","147","0","20","0","20","96","126","36","57","87","74",
"1400000US13121010527","Census Tract 105.27; Fulton County; Georgia","2724","874","74","51","1198","832","615","188","690","544","147","119","707","513","74","51","209","193","62","64","362","493","0","20","1310","831","0","20","914","805","230","152","74","117","92","111","597","216","0","20","75","122","323","149","179","160","20","33","110","100","0","20","0","20","0","20","75","94","35","42",
"1400000US13121010528","Census Tract 105.28; Fulton County; Georgia","1660","488","123","133","828","498","465","227","244","130","0","14","276","149","84","118","110","90","72","72","10","16","0","14","1095","480","39","65","680","488","233","175","143","117","0","14","251","147","0","14","38","46","136","126","77","70","0","14","38","44","0","14","0","14","24","32","14","27","0","14",
"1400000US13121010529","Census Tract 105.29; Fulton County; Georgia","2352","369","96","107","758","294","1125","383","237","167","136","122","216","125","24","41","118","97","74","70","0","20","0","20","955","307","0","20","445","212","348","234","114","133","48","61","821","319","72","97","195","168","480","273","62","105","12","26","360","141","0","20","0","20","223","177","61","66","76","92",
"1400000US13121010530","Census Tract 105.30; Fulton County; Georgia","1421","291","134","134","565","241","498","255","201","125","23","27","600","291","31","41","371","219","155","209","43","57","0","14","493","225","103","130","194","165","191","108","5","17","0","14","263","181","0","14","0","14","152","154","101","94","10","16","65","64","0","14","0","14","0","14","52","59","13","22",
"1400000US13121010531","Census Tract 105.31; Fulton County; Georgia","829","193","5","10","176","140","411","169","169","144","68","71","67","52","5","10","23","31","23","27","16","21","0","14","414","225","0","14","103","116","285","211","0","14","26","34","284","170","0","14","28","52","103","94","153","142","0","14","64","83","0","14","22","47","0","14","0","14","42","62",
"1400000US13121010532","Census Tract 105.32; Fulton County; Georgia","1173","278","54","59","427","192","566","316","44","49","82","80","371","252","54","59","143","120","148","210","12","22","14","22","464","195","0","14","255","177","177","145","32","42","0","14","324","188","0","14","29","34","241","190","0","14","54","71","14","24","0","14","0","14","0","14","0","14","14","24",
"1400000US13121010533","Census Tract 105.33; Fulton County; Georgia","955","323","76","83","349","119","325","304","27","31","178","169","167","111","15","24","106","94","35","47","11","14","0","14","546","323","61","80","243","127","211","296","16","26","15","24","186","161","0","14","0","14","79","55","0","14","107","155","56","67","0","14","0","14","0","14","0","14","56","67",
"1400000US13121010534","Census Tract 105.34; Fulton County; Georgia","1790","278","105","171","974","229","502","280","203","149","6","12","116","71","0","14","99","60","17","28","0","14","0","14","984","296","105","171","782","230","61","54","36","57","0","14","677","271","0","14","93","102","424","285","154","134","6","12","13","21","0","14","0","14","0","14","13","21","0","14",
"1400000US13121010535","Census Tract 105.35; Fulton County; Georgia","999","231","17","28","234","202","398","160","210","106","140","106","178","86","0","14","53","50","93","80","0","14","32","50","232","104","17","28","28","28","137","94","39","47","11","18","499","219","0","14","137","191","168","118","97","75","97","82","90","77","0","14","16","27","0","14","74","76","0","14",
"1400000US13121010536","Census Tract 105.36; Fulton County; Georgia","1191","112","6","11","418","188","412","166","296","98","59","63","84","83","0","14","84","83","0","14","0","14","0","14","540","164","0","14","305","148","82","63","153","98","0","14","456","160","6","11","29","49","301","133","71","56","49","61","111","82","0","14","0","14","29","49","72","62","10","16",
"1400000US13121010537","Census Tract 105.37; Fulton County; Georgia","1229","180","0","14","362","171","650","216","143","90","74","97","313","125","0","14","186","110","111","77","16","28","0","14","404","169","0","14","148","105","213","138","35","35","8","16","420","178","0","14","28","35","326","175","0","14","66","96","92","88","0","14","0","14","0","14","92","88","0","14",
"1400000US13121010538","Census Tract 105.38; Fulton County; Georgia","1401","337","195","197","436","129","616","264","109","85","45","45","420","217","195","197","136","63","89","78","0","14","0","14","395","119","0","14","211","99","163","96","10","17","11","17","542","267","0","14","89","87","364","240","89","84","0","14","44","45","0","14","0","14","0","14","10","16","34","42",
"1400000US13121010539","Census Tract 105.39; Fulton County; Georgia","1375","275","29","41","409","199","576","252","266","204","95","92","395","273","19","39","210","163","129","191","0","14","37","55","609","261","0","14","199","118","325","186","85","129","0","14","294","166","10","17","0","14","122","102","136","117","26","50","77","79","0","14","0","14","0","14","45","56","32","53",
"1400000US13121010540","Census Tract 105.40; Fulton County; Georgia","1841","476","50","70","779","207","310","166","346","149","356","427","216","153","0","20","173","146","43","44","0","20","0","20","991","460","50","70","572","163","38","40","14","28","317","444","522","220","0","20","34","48","198","157","251","181","39","56","112","116","0","20","0","20","31","48","81","104","0","20",
"1400000US13121010601","Census Tract 106.01; Fulton County; Georgia","1403","289","178","101","746","251","378","214","57","50","44","44","334","137","97","61","192","118","41","39","4","7","0","14","779","254","40","48","498","215","202","176","20","25","19","34","270","118","41","67","56","44","135","84","33","40","5","9","20","26","0","14","0","14","0","14","0","14","20","26",
"1400000US13121010603","Census Tract 106.03; Fulton County; Georgia","1263","245","296","156","537","247","337","122","76","76","17","30","460","158","175","102","213","115","55","53","0","14","17","30","446","177","68","71","137","93","205","122","36","58","0","14","347","223","53","80","187","218","77","74","30","49","0","14","10","17","0","14","0","14","0","14","10","17","0","14",
"1400000US13121010604","Census Tract 106.04; Fulton County; Georgia","1416","221","285","124","883","222","141","72","68","46","39","48","655","256","97","71","461","231","52","47","27","35","18","31","542","163","90","85","341","141","70","54","20","22","21","37","196","127","98","80","81","93","9","16","8","15","0","14","23","23","0","14","0","14","10","14","13","20","0","14",
"1400000US13121010801","Census Tract 108.01; Fulton County; Georgia","1143","249","123","62","636","188","244","112","112","111","28","50","206","96","92","69","101","88","0","14","13","21","0","14","807","218","22","43","508","180","181","110","68","88","28","50","87","56","0","14","0","14","63","45","24","31","0","14","43","55","9","20","27","42","0","14","7","29","0","14",
"1400000US13121010802","Census Tract 108.02; Fulton County; Georgia","1797","276","61","70","775","237","803","259","98","84","60","76","264","127","34","52","135","77","95","101","0","14","0","14","746","249","0","14","547","215","199","155","0","14","0","14","646","294","0","14","93","76","462","288","31","44","60","76","141","93","27","41","0","14","47","73","67","67","0","14",
"1400000US13121011000","Census Tract 110; Fulton County; Georgia","979","256","227","136","297","179","257","190","198","109","0","14","402","210","112","107","236","188","54","56","0","14","0","14","290","137","115","120","36","48","44","46","95","56","0","14","184","171","0","14","25","44","159","171","0","14","0","14","103","92","0","14","0","14","0","14","103","92","0","14",
"1400000US13121011100","Census Tract 111; Fulton County; Georgia","1255","211","115","73","617","230","376","120","117","71","30","30","342","146","90","68","204","135","29","33","19","30","0","14","473","173","11","18","366","175","78","55","18","22","0","14","379","141","14","18","39","41","226","133","70","58","30","30","61","74","0","14","8","15","43","66","10","16","0","14",
"1400000US13121011202","Census Tract 112.02; Fulton County; Georgia","2200","466","213","144","1112","360","769","336","86","62","20","28","654","300","85","89","394","261","139","134","20","31","16","24","1047","362","128","125","573","219","312","263","34","39","0","14","387","165","0","14","111","107","240","132","32","39","4","7","112","113","0","14","34","56","78","95","0","14","0","14",
"1400000US13121011203","Census Tract 112.03; Fulton County; Georgia","970","127","54","49","546","143","340","117","30","32","0","14","188","76","38","40","119","67","31","36","0","14","0","14","422","137","16","27","283","107","123","78","0","14","0","14","302","105","0","14","144","85","141","83","17","25","0","14","58","41","0","14","0","14","45","48","13","23","0","14",
"1400000US13121011204","Census Tract 112.04; Fulton County; Georgia","790","186","180","103","293","118","307","181","10","16","0","14","177","78","112","70","65","49","0","14","0","14","0","14","312","129","68","77","160","91","84","89","0","14","0","14","249","156","0","14","26","31","223","155","0","14","0","14","52","67","0","14","42","64","0","14","10","16","0","14",
"1400000US13121011301","Census Tract 113.01; Fulton County; Georgia","1806","287","133","98","566","195","593","129","432","242","82","64","449","155","35","46","190","121","162","68","62","53","0","14","787","318","91","85","292","165","152","100","224","219","28","43","458","149","7","12","84","67","229","117","96","76","42","44","112","73","0","14","0","14","50","53","50","43","12","20",
"1400000US13121011306","Census Tract 113.06; Fulton County; Georgia","1268","251","0","14","679","203","511","249","48","42","30","44","218","115","0","14","195","117","11","15","0","14","12","25","568","143","0","14","418","146","150","115","0","14","0","14","400","235","0","14","34","54","331","237","35","42","0","14","82","68","0","14","32","50","19","29","13","24","18","33",
"1400000US13121011307","Census Tract 113.07; Fulton County; Georgia","2266","438","600","378","1352","386","254","144","60","70","0","20","326","159","145","134","157","109","24","39","0","20","0","20","1570","503","455","374","1010","395","70","67","35","56","0","20","351","194","0","20","166","147","160","122","25","40","0","20","19","31","0","20","19","31","0","20","0","20","0","20",
"1400000US13121011308","Census Tract 113.08; Fulton County; Georgia","722","276","377","269","185","77","132","79","28","23","0","14","112","94","76","87","0","14","21","24","15","17","0","14","540","250","281","242","185","77","74","63","0","14","0","14","70","59","20","34","0","14","37","43","13","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121011309","Census Tract 113.09; Fulton County; Georgia","1477","220","88","90","541","268","602","257","153","108","93","85","229","105","18","27","127","91","64","54","8","15","12","20","642","279","0","14","389","253","192","161","35","42","26","34","551","256","70","84","25","40","346","220","110","99","0","14","55","71","0","14","0","14","0","14","0","14","55","71",
"1400000US13121011310","Census Tract 113.10; Fulton County; Georgia","1997","290","165","108","938","216","703","316","148","93","43","47","356","127","78","66","187","103","52","50","28","22","11","18","982","228","43","72","598","204","262","176","79","96","0","20","549","310","0","20","153","133","362","269","29","36","5","10","110","74","44","71","0","20","27","39","12","22","27","41",
"1400000US13121011416","Census Tract 114.16; Fulton County; Georgia","2102","267","31","37","318","134","1220","310","285","131","248","156","311","129","16","25","107","67","121","83","26","33","41","48","757","290","0","20","211","114","398","276","111","76","37","51","920","171","15","27","0","20","701","162","125","86","79","66","114","109","0","20","0","20","0","20","23","46","91","103",
"1400000US13121011417","Census Tract 114.17; Fulton County; Georgia","2082","299","232","109","725","303","903","199","163","89","59","66","654","268","112","95","403","260","129","60","10","17","0","14","698","174","12","18","311","157","297","144","64","56","14","26","700","169","108","64","11","19","477","162","72","61","32","50","30","30","0","14","0","14","0","14","17","21","13","23",
"1400000US13121011419","Census Tract 114.19; Fulton County; Georgia","2780","522","217","153","1172","498","1091","257","261","128","39","39","829","186","217","153","420","173","161","102","14","23","17","27","1015","542","0","20","655","497","327","165","21","23","12","21","745","215","0","20","71","50","557","194","117","100","0","20","191","97","0","20","26","40","46","54","109","76","10","16",
"1400000US13121011421","Census Tract 114.21; Fulton County; Georgia","1985","335","40","39","687","157","1113","358","121","86","24","36","211","111","20","32","107","81","84","66","0","20","0","20","1020","355","0","20","437","150","509","310","74","78","0","20","543","190","20","25","123","97","381","171","19","31","0","20","211","166","0","20","20","27","139","158","28","27","24","36",
"1400000US13121011422","Census Tract 114.22; Fulton County; Georgia","1526","228","12","19","688","240","757","158","28","27","41","42","244","96","12","19","112","83","120","53","0","14","0","14","538","140","0","14","333","125","205","96","0","14","0","14","691","223","0","14","243","202","420","138","28","27","0","14","53","41","0","14","0","14","12","17","0","14","41","42",
"1400000US13121011423","Census Tract 114.23; Fulton County; Georgia","2288","386","0","20","503","180","1342","402","341","106","102","68","333","176","0","20","211","154","103","84","19","23","0","20","881","260","0","20","267","108","442","256","154","85","18","21","762","319","0","20","25","24","641","310","64","39","32","39","312","136","0","20","0","20","156","117","104","57","52","50",
"1400000US13121011424","Census Tract 114.24; Fulton County; Georgia","2301","313","63","82","472","115","937","227","519","232","310","280","584","229","0","20","198","79","152","87","186","168","48","60","923","353","27","36","262","99","341","180","93","87","200","270","775","190","36","65","12","24","425","169","240","154","62","80","19","32","0","20","0","20","19","32","0","20","0","20",
"1400000US13121011426","Census Tract 114.26; Fulton County; Georgia","742","104","27","29","87","64","340","75","192","67","96","49","98","67","20","29","29","54","49","31","0","14","0","14","234","75","7","10","50","28","100","43","66","56","11","12","265","69","0","14","8","12","173","64","47","29","37","29","145","67","0","14","0","14","18","20","79","51","48","34",
"1400000US13121011428","Census Tract 114.28; Fulton County; Georgia","874","134","0","14","113","75","570","132","156","80","35","34","165","71","0","14","39","25","126","71","0","14","0","14","396","132","0","14","65","72","253","115","78","67","0","14","244","95","0","14","9","16","159","84","55","44","21","23","69","48","0","14","0","14","32","28","23","28","14","23",
"1400000US13121011429","Census Tract 114.29; Fulton County; Georgia","1980","225","68","72","651","217","783","163","383","102","95","47","263","80","0","20","154","77","100","40","0","20","9","15","812","250","61","68","470","216","141","71","117","68","23","26","685","162","7","15","27","31","491","144","160","81","0","20","220","66","0","20","0","20","51","47","106","43","63","36",
"1400000US13121011430","Census Tract 114.30; Fulton County; Georgia","1536","163","182","119","825","184","336","169","172","170","21","35","133","163","0","14","13","20","0","14","120","161","0","14","825","225","164","117","486","176","154","144","0","14","21","35","519","194","18","29","289","159","160","93","52","44","0","14","59","73","0","14","37","62","22","36","0","14","0","14",
"1400000US13121011431","Census Tract 114.31; Fulton County; Georgia","636","244","0","14","34","39","134","111","184","111","284","256","53","63","0","14","15","24","38","58","0","14","0","14","101","101","0","14","19","31","82","96","0","14","0","14","114","83","0","14","0","14","14","24","100","84","0","14","368","258","0","14","0","14","0","14","84","92","284","256",
"1400000US13121011432","Census Tract 114.32; Fulton County; Georgia","1830","170","44","48","867","274","746","212","173","162","0","14","177","85","0","14","105","71","72","51","0","14","0","14","853","264","44","48","624","223","174","113","11","21","0","14","575","175","0","14","138","131","437","164","0","14","0","14","225","159","0","14","0","14","63","79","162","159","0","14",
"1400000US13121011433","Census Tract 114.33; Fulton County; Georgia","1131","217","10","18","116","60","709","222","253","86","43","33","147","58","0","14","16","20","110","63","9","16","12","17","562","220","0","14","83","54","408","210","63","43","8","13","390","116","10","18","17","20","191","95","163","69","9","15","32","38","0","14","0","14","0","14","18","32","14","18",
"1400000US13121011434","Census Tract 114.34; Fulton County; Georgia","1386","339","10","16","440","304","613","118","251","153","72","58","117","90","0","14","59","64","49","50","0","14","9","16","630","286","0","14","344","270","209","77","52","62","25","33","459","115","10","16","37","49","343","105","69","65","0","14","180","133","0","14","0","14","12","20","130","126","38","42",
"1400000US13121011435","Census Tract 114.35; Fulton County; Georgia","1616","196","26","31","551","163","680","142","293","177","66","73","353","147","0","14","238","106","72","72","43","73","0","14","486","184","26","31","226","110","154","107","68","66","12","20","627","144","0","14","87","94","454","124","86","53","0","14","150","140","0","14","0","14","0","14","96","128","54","71",
"1400000US13121011436","Census Tract 114.36; Fulton County; Georgia","1091","106","0","14","201","108","660","133","84","54","146","96","187","65","0","14","42","38","105","64","0","14","40","60","391","132","0","14","141","87","186","81","22","29","42","51","470","125","0","14","18","29","351","104","37","37","64","54","43","34","0","14","0","14","18","20","25","24","0","14",
"1400000US13121011437","Census Tract 114.37; Fulton County; Georgia","1319","263","133","121","556","202","463","205","109","72","58","46","455","207","133","121","178","109","144","180","0","14","0","14","504","218","0","14","350","190","71","51","60","61","23","36","339","92","0","14","28","32","248","87","49","36","14","25","21","32","0","14","0","14","0","14","0","14","21","32",
"1400000US13121011438","Census Tract 114.38; Fulton County; Georgia","2175","468","24","37","693","209","910","254","436","507","112","95","278","104","0","20","181","104","97","66","0","20","0","20","874","238","24","37","354","173","402","188","0","20","94","88","483","200","0","20","114","95","338","179","13","24","18","29","540","520","0","20","44","66","73","88","423","506","0","20",
"1400000US13121011439","Census Tract 114.39; Fulton County; Georgia","1563","197","104","134","297","129","771","162","206","123","185","159","327","176","0","14","31","30","195","80","0","14","101","146","501","143","78","126","210","112","123","79","90","92","0","14","696","194","26","48","56","80","444","137","110","75","60","88","39","50","0","14","0","14","9","16","6","22","24","34",
"1400000US13121011440","Census Tract 114.40; Fulton County; Georgia","892","89","7","10","275","72","429","96","152","64","29","25","271","70","7","10","104","50","139","55","8","12","13","22","302","97","0","14","148","59","100","74","54","35","0","14","281","81","0","14","23","37","183","68","66","45","9","10","38","35","0","14","0","14","7","13","24","30","7","11",
"1400000US13121011441","Census Tract 114.41; Fulton County; Georgia","1457","162","0","14","463","143","731","177","202","90","61","45","169","73","0","14","95","72","60","35","14","21","0","14","601","144","0","14","316","130","229","94","46","51","10","16","575","136","0","14","52","41","435","145","50","56","38","37","112","59","0","14","0","14","7","11","92","61","13","19",
"1400000US13121011442","Census Tract 114.42; Fulton County; Georgia","816","112","135","86","243","88","330","86","97","46","11","19","202","91","135","86","31","26","36","36","0","14","0","14","336","87","0","14","172","85","137","64","27","31","0","14","233","72","0","14","22","29","157","53","54","37","0","14","45","41","0","14","18","25","0","14","16","26","11","19",
"1400000US13121011443","Census Tract 114.43; Fulton County; Georgia","1005","127","9","15","225","99","464","94","212","82","95","84","174","80","0","14","79","68","74","57","10","15","11","19","284","112","9","15","103","77","119","66","53","46","0","14","429","87","0","14","17","19","271","87","112","61","29","26","118","100","0","14","26","39","0","14","37","38","55","78",
"1400000US13121011444","Census Tract 114.44; Fulton County; Georgia","1604","651","33","41","530","658","569","117","333","119","139","78","257","89","33","41","41","34","138","54","45","58","0","14","804","691","0","14","470","649","193","87","106","72","35","40","417","133","0","14","19","30","238","94","151","87","9","15","126","68","0","14","0","14","0","14","31","37","95","75",
"1400000US13121011445","Census Tract 114.45; Fulton County; Georgia","1022","185","7","12","212","97","497","122","198","86","108","118","327","103","0","14","170","81","140","74","17","20","0","14","265","136","0","14","33","32","95","55","44","43","93","115","365","102","7","12","9","15","262","88","87","67","0","14","65","50","0","14","0","14","0","14","50","47","15","20",
"1400000US13121011446","Census Tract 114.46; Fulton County; Georgia","1018","84","4","7","93","59","572","113","251","88","98","45","234","93","4","7","31","33","173","79","14","20","12","19","191","73","0","14","51","45","41","39","62","46","37","36","532","104","0","14","11","17","358","89","139","70","24","32","61","48","0","14","0","14","0","14","36","43","25","25",
"1400000US13121011505","Census Tract 115.05; Fulton County; Georgia","1390","169","22","18","212","95","841","185","234","90","81","44","362","100","22","18","173","92","141","84","26","24","0","14","342","144","0","14","39","35","249","138","29","27","25","28","588","145","0","14","0","14","420","116","160","86","8","14","98","61","0","14","0","14","31","47","19","21","48","38",
"1400000US13121011507","Census Tract 115.07; Fulton County; Georgia","1301","106","15","23","167","101","682","132","313","116","124","69","147","61","15","23","0","14","111","62","21","23","0","14","645","129","0","14","167","101","398","134","60","50","20","28","401","116","0","14","0","14","173","87","173","88","55","51","108","73","0","14","0","14","0","14","59","51","49","48",
"1400000US13121011508","Census Tract 115.08; Fulton County; Georgia","1812","426","25","28","29","41","723","327","892","537","143","68","93","45","14","23","6","11","73","38","0","20","0","20","605","298","0","20","23","39","358","289","165","118","59","49","702","237","11","18","0","20","275","120","363","228","53","51","412","502","0","20","0","20","17","27","364","500","31","32",
"1400000US13121011509","Census Tract 115.09; Fulton County; Georgia","792","76","0","14","69","38","384","91","260","76","79","35","95","49","0","14","18","16","60","38","12","15","5","8","201","84","0","14","0","14","138","77","57","41","6","12","394","81","0","14","33","21","186","62","125","57","50","31","102","71","0","14","18","26","0","14","66","60","18","19",
"1400000US13121011510","Census Tract 115.10; Fulton County; Georgia","2067","190","21","34","354","100","1188","216","340","124","164","96","354","104","21","34","155","86","161","81","0","20","17","28","938","218","0","20","164","88","564","173","157","114","53","48","602","173","0","20","35","40","463","165","85","63","19","31","173","108","0","20","0","20","0","20","98","67","75","75",
"1400000US13121011511","Census Tract 115.11; Fulton County; Georgia","766","60","33","32","71","38","407","68","166","54","89","44","103","43","6","10","46","34","30","20","13","17","8","12","270","77","27","31","15","14","162","61","65","53","1","4","296","73","0","14","10","15","211","62","40","30","35","24","97","40","0","14","0","14","4","6","48","30","45","34",
"1400000US13121011512","Census Tract 115.12; Fulton County; Georgia","1070","147","0","14","138","53","560","157","282","105","90","48","179","62","0","14","40","23","101","48","36","29","2","4","320","95","0","14","79","39","135","48","106","73","0","14","483","152","0","14","11","14","324","159","88","55","60","39","88","77","0","14","8","11","0","14","52","69","28","29",
"1400000US13121011513","Census Tract 115.13; Fulton County; Georgia","1079","109","21","25","118","60","635","136","202","79","103","48","146","56","0","14","83","50","54","28","9","20","0","14","406","149","0","14","35","34","315","132","36","34","20","25","421","114","11","18","0","14","266","85","114","65","30","31","106","57","10","16","0","14","0","14","43","43","53","36",
"1400000US13121011514","Census Tract 115.14; Fulton County; Georgia","1052","127","45","43","64","52","501","174","283","123","159","76","118","78","22","29","18","23","68","66","2","5","8","14","291","92","0","14","46","46","134","60","83","64","28","29","597","138","19","30","0","14","284","142","198","102","96","70","46","45","4","10","0","14","15","29","0","14","27","31",
"1400000US13121011515","Census Tract 115.15; Fulton County; Georgia","731","223","16","18","23","21","378","219","202","73","112","50","40","27","0","14","0","14","22","21","16","18","2","4","312","210","8","12","16","18","222","204","46","41","20","28","322","108","8","13","7","10","134","73","110","69","63","48","57","32","0","14","0","14","0","14","30","26","27","23",
"1400000US13121011612","Census Tract 116.12; Fulton County; Georgia","1236","171","36","45","159","64","604","102","166","67","271","171","300","75","0","14","75","41","211","65","14","16","0","14","464","196","17","30","66","48","166","81","37","33","178","166","306","70","19","32","18","20","186","64","67","43","16","19","166","73","0","14","0","14","41","42","48","47","77","56",
"1400000US13121011618","Census Tract 116.18; Fulton County; Georgia","1607","263","0","14","490","245","555","124","460","160","102","71","82","49","0","14","48","39","19","19","6","10","9","13","500","164","0","14","224","142","154","88","122","61","0","14","859","267","0","14","218","213","307","100","271","135","63","68","166","75","0","14","0","14","75","52","61","64","30","28",
